timestamp,open,high,low,close
2019-07-19 20:15:00,1.2501,1.2502,1.2500,1.2502
2019-07-19 20:14:00,1.2500,1.2502,1.2500,1.2501
2019-07-19 20:13:00,1.2501,1.2502,1.2499,1.2501
2019-07-19 20:12:00,1.2500,1.2502,1.2499,1.2502
2019-07-19 20:11:00,1.2500,1.2502,1.2499,1.2501
2019-07-19 20:10:00,1.2500,1.2502,1.2500,1.2501
2019-07-19 20:09:00,1.2501,1.2501,1.2500,1.2501
2019-07-19 20:08:00,1.2501,1.2502,1.2501,1.2501
2019-07-19 20:07:00,1.2500,1.2502,1.2500,1.2501
2019-07-19 20:06:00,1.2501,1.2502,1.2499,1.2501
2019-07-19 20:05:00,1.2501,1.2502,1.2499,1.2501
2019-07-19 20:04:00,1.2500,1.2502,1.2499,1.2502
2019-07-19 20:03:00,1.2502,1.2503,1.2499,1.2501
2019-07-19 20:02:00,1.2503,1.2503,1.2500,1.2501
2019-07-19 20:01:00,1.2501,1.2503,1.2499,1.2502
2019-07-19 20:00:00,1.2500,1.2502,1.2499,1.2500
2019-07-19 19:59:00,1.2498,1.2501,1.2497,1.2500
2019-07-19 19:58:00,1.2499,1.2500,1.2497,1.2497
2019-07-19 19:57:00,1.2498,1.2499,1.2496,1.2499
2019-07-19 19:56:00,1.2500,1.2500,1.2496,1.2497
2019-07-19 19:55:00,1.2498,1.2501,1.2496,1.2500
2019-07-19 19:54:00,1.2498,1.2499,1.2496,1.2498
2019-07-19 19:53:00,1.2499,1.2500,1.2497,1.2498
2019-07-19 19:52:00,1.2498,1.2500,1.2496,1.2498
2019-07-19 19:51:00,1.2499,1.2500,1.2496,1.2498
2019-07-19 19:50:00,1.2499,1.2500,1.2498,1.2499
2019-07-19 19:49:00,1.2498,1.2500,1.2497,1.2498
2019-07-19 19:48:00,1.2498,1.2499,1.2495,1.2498
2019-07-19 19:47:00,1.2498,1.2499,1.2497,1.2498
2019-07-19 19:46:00,1.2497,1.2499,1.2496,1.2498
2019-07-19 19:45:00,1.2498,1.2499,1.2497,1.2498
2019-07-19 19:44:00,1.2497,1.2499,1.2496,1.2498
